Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
10/08/2024,,12:27:38PM,12:57:40PM,pool,50,oh1,goggles,,3.4.98

Swim Date,Swim Time,Set #,Set,Interval (m),Length (m),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (m),Cumul Dist (m),Avg DPS,Avg BPM (moving),Max BPM,Min BPM (resting),Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
10/08/2024,12:46:56PM,2,8x50,50,0,REST,0:00.00,0:08.47,19:26.29,1,0,650,0,0,177,176,0:00.00,0:00.00,0,0,0,0,1
10/08/2024,12:47:04PM,2,8x50,50,50,BR,1:20.49,0:00.00,20:46.77,1,50,700,1.37,175,177,0,2:41.03,1:20.52,115,26,35,35,21
10/08/2024,12:48:25PM,2,8x50,50,0,REST,0:00.00,0:10.40,20:57.17,1,0,700,0,0,177,176,0:00.00,0:00.00,0,0,0,0,1
10/08/2024,12:48:35PM,2,8x50,50,50,BR,1:11.08,0:00.00,22:08.25,1,50,750,1.41,180,184,0,2:22.25,1:11.12,105,29,34,34,19
10/08/2024,12:49:46PM,2,8x50,50,0,REST,0:00.00,0:23.17,22:31.42,1,0,750,0,0,184,172,0:00.00,0:00.00,0,0,0,0,1
10/08/2024,12:50:09PM,2,8x50,50,50,BR,1:12.29,0:00.00,23:43.71,1,50,800,1.6,170,176,0,2:24.51,1:12.25,102,26,30,30,18
10/08/2024,12:51:22PM,2,8x50,50,0,REST,0:00.00,0:38.56,24:22.27,1,0,800,0,0,176,159,0:00.00,0:00.00,0,0,0,0,2
10/08/2024,12:52:00PM,3,4x50,50,50,FR,1:05.81,0:00.00,25:28.09,1,50,850,0.9,0,0,0,2:11.58,1:05.79,118,48,52,52,16
10/08/2024,12:53:06PM,3,4x50,50,0,REST,0:00.00,0:10.24,25:38.32,1,0,850,0,0,183,183,0:00.00,0:00.00,0,0,0,0,1
10/08/2024,12:53:16PM,3,4x50,50,50,BR,1:17.31,0:00.00,26:55.63,1,50,900,1.45,179,183,0,2:34.56,1:17.28,110,26,33,33,21
10/08/2024,12:54:33PM,3,4x50,50,0,REST,0:00.00,0:26.61,27:22.24,1,0,900,0,0,177,172,0:00.00,0:00.00,0,0,0,0,0
10/08/2024,12:55:00PM,3,4x50,50,50,FR,1:06.24,0:00.00,28:28.48,1,50,950,0.88,177,184,0,2:12.45,1:06.23,121,49,55,55,17
10/08/2024,12:56:06PM,3,4x50,50,0,REST,0:00.00,0:11.34,28:39.81,1,0,950,0,0,184,184,0:00.00,0:00.00,0,0,0,0,1
10/08/2024,12:56:18PM,3,4x50,50,50,BR,1:13.58,0:00.00,29:53.40,1,50,1000,1.45,181,184,0,2:27.28,1:13.64,107,27,33,33,20
10/08/2024,12:57:31PM,3,4x50,50,0,REST,0:00.00,0:09.30,30:02.70,1,0,1000,0,0,181,180,0:00.00,0:00.00,0,0,0,0,0
