Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
12/05/2024,,12:30:11PM,12:57:37PM,pool,50,oh1,goggles,,3.4.153

Swim Date,Swim Time,Set #,Set,Interval (m),Length (m),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (m),Cumul Dist (m),Avg DPS,Avg BPM (moving),Max BPM,Min BPM (resting),Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
12/05/2024,12:47:12PM,2,8x50,50,0,REST,0:00.00,0:06.33,17:07.68,1,0,650,0,0,179,177,0:00.00,0:00.00,0,0,0,0,0
12/05/2024,12:47:18PM,2,8x50,50,50,FR,1:10.46,0:00.00,18:18.14,1,50,700,0.84,178,180,0,2:20.84,1:10.42,127,49,57,57,19
12/05/2024,12:48:29PM,2,8x50,50,0,REST,0:00.00,0:21.98,18:40.12,1,0,700,0,0,180,162,0:00.00,0:00.00,0,0,0,0,1
12/05/2024,12:48:51PM,2,8x50,50,50,FR,1:12.81,0:00.00,19:52.93,1,50,750,0.79,174,179,0,2:25.56,1:12.78,132,49,59,59,19
12/05/2024,12:50:04PM,2,8x50,50,0,REST,0:00.00,0:08.27,20:01.20,1,0,750,0,0,180,179,0:00.00,0:00.00,0,0,0,0,1
12/05/2024,12:50:12PM,2,8x50,50,50,FR,1:08.33,0:00.00,21:09.54,1,50,800,0.84,180,181,0,2:16.61,1:08.31,125,51,57,57,19
12/05/2024,12:51:20PM,2,8x50,50,0,REST,0:00.00,0:32.77,21:42.31,1,0,800,0,0,181,170,0:00.00,0:00.00,0,0,0,0,2
12/05/2024,12:51:53PM,3,1x100,100,50,FR,1:09.56,0:00.00,22:51.87,1,50,850,0.83,172,178,0,2:19.08,1:09.54,127,50,57,57,18
12/05/2024,12:53:03PM,3,1x100,100,50,FR,1:20.86,0:00.00,24:12.73,1,50,900,0.74,181,184,0,2:41.81,1:20.91,147,50,66,66,22
12/05/2024,12:54:23PM,3,1x100,100,0,REST,0:00.00,0:25.22,24:37.95,1,0,900,0,0,181,175,0:00.00,0:00.00,0,0,0,0,2
12/05/2024,12:54:49PM,4,2x50,50,50,FR,1:13.36,0:00.00,25:51.30,1,50,950,0.8,175,178,0,2:26.63,1:13.31,133,50,60,60,19
12/05/2024,12:56:02PM,4,2x50,50,0,REST,0:00.00,0:08.90,26:00.21,1,0,950,0,0,177,177,0:00.00,0:00.00,0,0,0,0,1
12/05/2024,12:56:11PM,4,2x50,50,50,FR,1:09.33,0:00.00,27:09.53,1,50,1000,0.84,180,181,0,2:18.70,1:09.35,126,50,57,57,19
12/05/2024,12:57:20PM,4,2x50,50,0,REST,0:00.00,0:16.71,27:26.24,1,0,1000,0,0,181,180,0:00.00,0:00.00,0,0,0,0,0
