Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
11/19/2024,,12:28:51PM,12:57:35PM,pool,50,oh1,goggles,,3.4.153

Swim Date,Swim Time,Set #,Set,Interval (m),Length (m),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (m),Cumul Dist (m),Avg DPS,Avg BPM (moving),Max BPM,Min BPM (resting),Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
11/19/2024,12:36:08PM,2,12x50,50,0,REST,0:00.00,0:21.00,7:38.04,1,0,300,0,0,176,175,0:00.00,0:00.00,0,0,0,0,1
11/19/2024,12:36:29PM,2,12x50,50,50,FR,1:10.35,0:00.00,8:48.39,1,50,350,0.86,174,176,0,2:20.65,1:10.32,125,48,55,55,18
11/19/2024,12:37:40PM,2,12x50,50,0,REST,0:00.00,0:28.13,9:16.52,1,0,350,0,0,176,170,0:00.00,0:00.00,0,0,0,0,2
11/19/2024,12:38:08PM,2,12x50,50,50,FR,1:08.00,0:00.00,10:24.52,1,50,400,0.88,172,181,0,2:16.05,1:08.03,123,48,55,55,17
11/19/2024,12:39:16PM,2,12x50,50,0,REST,0:00.00,0:25.24,10:49.77,1,0,400,0,0,181,174,0:00.00,0:00.00,0,0,0,0,2
11/19/2024,12:39:41PM,2,12x50,50,50,FR,1:08.56,0:00.00,11:58.33,1,50,450,0.88,173,177,0,2:17.17,1:08.59,123,48,54,54,18
11/19/2024,12:40:49PM,2,12x50,50,0,REST,0:00.00,0:19.89,12:18.22,1,0,450,0,0,178,177,0:00.00,0:00.00,0,0,0,0,1
11/19/2024,12:41:09PM,2,12x50,50,50,FR,1:07.82,0:00.00,13:26.04,1,50,500,0.87,175,179,0,2:15.69,1:07.84,123,50,55,55,18
11/19/2024,12:42:17PM,2,12x50,50,0,REST,0:00.00,0:40.94,14:06.97,1,0,500,0,0,180,161,0:00.00,0:00.00,0,0,0,0,3
11/19/2024,12:42:58PM,2,12x50,50,50,FR,1:07.84,0:00.00,15:14.81,1,50,550,0.9,163,170,0,2:15.69,1:07.84,120,47,52,52,16
11/19/2024,12:44:06PM,2,12x50,50,0,REST,0:00.00,0:11.07,15:25.88,1,0,550,0,0,173,171,0:00.00,0:00.00,0,0,0,0,1
11/19/2024,12:44:17PM,2,12x50,50,50,FR,1:12.35,0:00.00,16:38.23,1,50,600,0.82,175,179,0,2:24.72,1:12.36,129,48,57,57,19
11/19/2024,12:45:29PM,2,12x50,50,0,REST,0:00.00,0:36.56,17:14.80,1,0,600,0,0,178,163,0:00.00,0:00.00,0,0,0,0,2
11/19/2024,12:46:06PM,2,12x50,50,50,FR,1:13.39,0:00.00,18:28.18,1,50,650,0.82,168,177,0,2:26.84,1:13.42,131,48,58,58,12
11/19/2024,12:47:19PM,2,12x50,50,0,REST,0:00.00,0:34.09,19:02.27,1,0,650,0,0,176,160,0:00.00,0:00.00,0,0,0,0,2
11/19/2024,12:47:53PM,2,12x50,50,50,FR,1:07.69,0:00.00,20:09.97,1,50,700,0.86,162,172,0,2:15.32,1:07.66,122,49,54,54,16
11/19/2024,12:49:01PM,2,12x50,50,0,REST,0:00.00,0:19.16,20:29.13,1,0,700,0,0,174,171,0:00.00,0:00.00,0,0,0,0,1
11/19/2024,12:49:20PM,3,1x100,100,50,BR,1:13.06,0:00.00,21:42.19,1,50,750,1.63,171,174,0,2:26.20,1:13.10,102,24,29,29,12
11/19/2024,12:50:33PM,3,1x100,100,50,BR,1:22.25,0:00.00,23:04.44,1,50,800,1.52,173,174,0,2:44.47,1:22.24,114,23,32,32,21
11/19/2024,12:51:56PM,3,1x100,100,0,REST,0:00.00,0:17.86,23:22.30,1,0,800,0,0,174,169,0:00.00,0:00.00,0,0,0,0,1
11/19/2024,12:52:13PM,4,2x50,50,50,FR,1:03.43,0:00.00,24:25.73,1,50,850,0.92,174,177,0,2:06.90,1:03.45,115,49,52,52,16
11/19/2024,12:53:17PM,4,2x50,50,0,REST,0:00.00,0:19.00,24:44.73,1,0,850,0,0,177,176,0:00.00,0:00.00,0,0,0,0,1
11/19/2024,12:53:36PM,4,2x50,50,50,FR,1:04.18,0:00.00,25:48.92,1,50,900,0.92,173,176,0,2:08.37,1:04.18,117,49,53,53,17
11/19/2024,12:54:40PM,4,2x50,50,0,REST,0:00.00,0:20.28,26:09.20,1,0,900,0,0,177,176,0:00.00,0:00.00,0,0,0,0,1
11/19/2024,12:55:00PM,5,2x50,50,50,BR,1:17.09,0:00.00,27:26.29,1,50,950,1.43,175,178,0,2:34.08,1:17.04,110,25,33,33,13
11/19/2024,12:56:17PM,5,2x50,50,0,REST,0:00.00,0:06.90,27:33.19,1,0,950,0,0,173,172,0:00.00,0:00.00,0,0,0,0,0
11/19/2024,12:56:24PM,5,2x50,50,50,FR,1:11.36,0:00.00,28:44.55,1,50,1000,0.8,177,179,0,2:22.65,1:11.33,130,50,59,59,12
