Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
10/03/2024,,12:24:13PM,12:53:12PM,pool,50,oh1,goggles,,3.4.98

Swim Date,Swim Time,Set #,Set,Interval (m),Length (m),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (m),Cumul Dist (m),Avg DPS,Avg BPM (moving),Max BPM,Min BPM (resting),Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
10/03/2024,12:33:30PM,2,6x50,50,0,REST,0:00.00,0:26.36,9:43.39,1,0,350,0,0,188,185,0:00.00,0:00.00,0,0,0,0,2
10/03/2024,12:33:56PM,2,6x50,50,50,FR,1:02.24,0:00.00,10:45.64,1,50,400,0.93,184,187,0,2:04.53,1:02.27,114,51,52,52,17
10/03/2024,12:34:59PM,2,6x50,50,0,REST,0:00.00,0:50.83,11:36.47,1,0,400,0,0,188,160,0:00.00,0:00.00,0,0,0,0,3
10/03/2024,12:35:49PM,3,8x50,50,50,BR,1:10.61,0:00.00,12:47.08,1,50,450,1.6,166,173,0,2:21.24,1:10.62,101,25,30,30,16
10/03/2024,12:37:00PM,3,8x50,50,0,REST,0:00.00,0:09.84,12:56.92,1,0,450,0,0,173,173,0:00.00,0:00.00,0,0,0,0,1
10/03/2024,12:37:10PM,3,8x50,50,50,BR,1:17.89,0:00.00,14:14.80,1,50,500,1.52,174,177,0,2:35.76,1:17.88,109,24,31,31,20
10/03/2024,12:38:28PM,3,8x50,50,0,REST,0:00.00,0:20.89,14:35.69,1,0,500,0,0,177,169,0:00.00,0:00.00,0,0,0,0,1
10/03/2024,12:38:49PM,3,8x50,50,50,BR,1:12.22,0:00.00,15:47.91,1,50,550,1.79,168,173,0,2:24.51,1:12.25,99,23,27,27,18
10/03/2024,12:40:01PM,3,8x50,50,0,REST,0:00.00,0:10.83,15:58.74,1,0,550,0,0,173,172,0:00.00,0:00.00,0,0,0,0,1
10/03/2024,12:40:12PM,3,8x50,50,50,BR,1:13.41,0:00.00,17:12.15,1,50,600,1.68,170,173,0,2:26.84,1:13.42,101,23,28,28,19
10/03/2024,12:41:25PM,3,8x50,50,0,REST,0:00.00,0:12.27,17:24.42,1,0,600,0,0,174,173,0:00.00,0:00.00,0,0,0,0,1
10/03/2024,12:41:37PM,3,8x50,50,50,BR,1:18.51,0:00.00,18:42.93,1,50,650,1.54,173,177,0,2:36.99,1:18.49,110,24,31,31,20
10/03/2024,12:42:56PM,3,8x50,50,0,REST,0:00.00,0:02.85,18:45.78,1,0,650,0,0,177,176,0:00.00,0:00.00,0,0,0,0,0
10/03/2024,12:43:09PM,3,8x50,50,0,REST,0:00.00,0:07.52,18:53.30,1,0,650,0,0,176,173,0:00.00,0:00.00,0,0,0,0,0
10/03/2024,12:43:16PM,3,8x50,50,50,BR,1:09.50,0:00.00,20:02.80,1,50,700,1.81,168,172,0,2:19.08,1:09.54,96,24,27,27,17
10/03/2024,12:44:26PM,3,8x50,50,0,REST,0:00.00,0:22.28,20:25.08,1,0,700,0,0,174,171,0:00.00,0:00.00,0,0,0,0,0
10/03/2024,12:44:48PM,3,8x50,50,50,BR,1:11.32,0:00.00,21:36.40,1,50,750,1.63,171,174,0,2:22.65,1:11.33,101,24,30,30,18
10/03/2024,12:45:59PM,3,8x50,50,0,REST,0:00.00,0:08.20,21:44.60,1,0,750,0,0,174,173,0:00.00,0:00.00,0,0,0,0,1
10/03/2024,12:46:08PM,3,8x50,50,50,BR,1:16.21,0:00.00,23:00.82,1,50,800,1.61,176,177,0,2:32.44,1:16.22,106,25,30,30,20
10/03/2024,12:47:24PM,3,8x50,50,0,REST,0:00.00,0:04.81,23:05.63,1,0,800,0,0,176,175,0:00.00,0:00.00,0,0,0,0,0
10/03/2024,12:47:34PM,3,8x50,50,0,REST,0:00.00,0:16.10,23:21.73,1,0,800,0,0,174,166,0:00.00,0:00.00,0,0,0,0,1
10/03/2024,12:47:50PM,4,1x100,100,50,FR,1:03.40,0:00.00,24:25.13,1,50,850,0.95,174,181,0,2:06.74,1:03.37,114,48,51,51,16
10/03/2024,12:48:54PM,4,1x100,100,50,FR,1:16.50,0:00.00,25:41.63,1,50,900,0.77,186,188,0,2:32.91,1:16.45,140,50,63,63,22
10/03/2024,12:50:10PM,4,1x100,100,0,REST,0:00.00,0:39.62,26:21.25,1,0,900,0,0,187,166,0:00.00,0:00.00,0,0,0,0,2
10/03/2024,12:50:50PM,5,2x50,50,50,BR,1:20.15,0:00.00,27:41.40,1,50,950,1.41,166,173,0,2:40.26,1:20.13,114,26,34,34,20
10/03/2024,12:52:10PM,5,2x50,50,0,REST,0:00.00,0:09.42,27:50.81,1,0,950,0,0,173,171,0:00.00,0:00.00,0,0,0,0,1
10/03/2024,12:52:20PM,5,2x50,50,50,FR,1:02.31,0:00.00,28:53.13,1,50,1000,0.93,178,183,0,2:04.69,1:02.34,113,50,51,51,17
10/03/2024,12:53:22PM,5,2x50,50,0,REST,0:00.00,0:04.71,28:57.83,1,0,1000,0,0,184,183,0:00.00,0:00.00,0,0,0,0,0
10/03/2024,12:53:29PM,5,2x50,50,0,REST,0:00.00,0:01.96,28:59.79,1,0,1000,0,0,0,0,0:00.00,0:00.00,0,0,0,0,0
