Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
11/05/2024,,12:32:53PM,01:02:15PM,pool,50,oh1,goggles,,3.4.153

Swim Date,Swim Time,Set #,Set,Interval (m),Length (m),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (m),Cumul Dist (m),Avg DPS,Avg BPM (moving),Max BPM,Min BPM (resting),Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
11/05/2024,12:32:53PM,1,1x100,100,50,FR,0:49.22,0:00.00,0:49.22,1,50,50,1.11,151,176,0,1:38.43,0:49.21,93,54,44,44,10
11/05/2024,12:33:42PM,1,1x100,100,50,FR,1:00.03,0:00.00,1:49.25,1,50,100,1.01,177,180,0,2:00.05,1:00.02,108,52,48,48,16
11/05/2024,12:34:42PM,1,1x100,100,0,REST,0:00.00,0:10.03,1:59.28,1,0,100,0,0,176,175,0:00.00,0:00.00,0,0,0,0,1
11/05/2024,12:34:52PM,2,8x50,50,50,FR,1:01.73,0:00.00,3:01.01,1,50,150,0.94,176,178,0,2:03.46,1:01.73,112,51,50,50,16
11/05/2024,12:35:54PM,2,8x50,50,0,REST,0:00.00,0:09.62,3:10.63,1,0,150,0,0,177,177,0:00.00,0:00.00,0,0,0,0,1
11/05/2024,12:36:03PM,2,8x50,50,50,FR,1:06.13,0:00.00,4:16.76,1,50,200,0.89,180,182,0,2:12.28,1:06.14,119,50,53,53,18
11/05/2024,12:37:09PM,2,8x50,50,0,REST,0:00.00,0:25.29,4:42.05,1,0,200,0,0,180,176,0:00.00,0:00.00,0,0,0,0,0
11/05/2024,12:37:35PM,2,8x50,50,50,FR,1:09.31,0:00.00,5:51.36,1,50,250,0.87,176,177,0,2:18.70,1:09.35,125,48,56,56,18
11/05/2024,12:38:44PM,2,8x50,50,0,REST,0:00.00,0:28.93,6:20.29,1,0,250,0,0,176,172,0:00.00,0:00.00,0,0,0,0,2
11/05/2024,12:39:13PM,2,8x50,50,50,FR,1:04.31,0:00.00,7:24.60,1,50,300,0.93,174,181,0,2:08.53,1:04.27,115,48,51,51,17
11/05/2024,12:40:17PM,2,8x50,50,0,REST,0:00.00,0:32.69,7:57.29,1,0,300,0,0,180,173,0:00.00,0:00.00,0,0,0,0,2
11/05/2024,12:40:50PM,2,8x50,50,50,FR,1:05.47,0:00.00,9:02.76,1,50,350,0.93,173,180,0,2:10.89,1:05.44,116,48,51,51,17
11/05/2024,12:41:55PM,2,8x50,50,0,REST,0:00.00,0:23.92,9:26.69,1,0,350,0,0,181,177,0:00.00,0:00.00,0,0,0,0,2
11/05/2024,12:42:19PM,2,8x50,50,50,FR,1:08.43,0:00.00,10:35.12,1,50,400,0.88,177,180,0,2:16.80,1:08.40,122,48,54,54,18
11/05/2024,12:43:28PM,2,8x50,50,0,REST,0:00.00,0:09.23,10:44.35,1,0,400,0,0,179,178,0:00.00,0:00.00,0,0,0,0,0
11/05/2024,12:43:43PM,2,8x50,50,0,REST,0:00.00,0:35.87,11:20.22,1,0,400,0,0,177,158,0:00.00,0:00.00,0,0,0,0,2
11/05/2024,12:44:18PM,2,8x50,50,50,FR,1:05.05,0:00.00,12:25.27,1,50,450,0.88,169,178,0,2:10.04,1:05.02,118,50,53,53,16
11/05/2024,12:45:23PM,2,8x50,50,0,REST,0:00.00,0:20.82,12:46.08,1,0,450,0,0,181,177,0:00.00,0:00.00,0,0,0,0,1
11/05/2024,12:45:44PM,2,8x50,50,50,FR,1:09.52,0:00.00,13:55.61,1,50,500,0.84,179,182,0,2:19.08,1:09.54,127,50,57,57,19
11/05/2024,12:46:54PM,2,8x50,50,0,REST,0:00.00,0:19.11,14:14.72,1,0,500,0,0,181,177,0:00.00,0:00.00,0,0,0,0,1
11/05/2024,12:47:13PM,3,6x50,50,50,BR,1:12.56,0:00.00,15:27.27,1,50,550,1.54,179,181,0,2:25.14,1:12.57,104,26,31,31,12
11/05/2024,12:48:30PM,3,6x50,50,0,REST,0:00.00,0:08.04,15:35.31,1,0,550,0,0,177,175,0:00.00,0:00.00,0,0,0,0,1
11/05/2024,12:48:38PM,3,6x50,50,50,BR,1:09.94,0:00.00,16:45.25,1,50,600,1.59,178,181,0,2:19.86,1:09.93,100,26,30,30,19
11/05/2024,12:49:48PM,3,6x50,50,0,REST,0:00.00,0:14.84,17:00.09,1,0,600,0,0,180,178,0:00.00,0:00.00,0,0,0,0,1
11/05/2024,12:50:03PM,3,6x50,50,50,BR,1:12.56,0:00.00,18:12.65,1,50,650,1.68,177,179,0,2:25.14,1:12.57,102,24,29,29,19
11/05/2024,12:51:16PM,3,6x50,50,0,REST,0:00.00,0:22.08,18:34.73,1,0,650,0,0,178,169,0:00.00,0:00.00,0,0,0,0,1
11/05/2024,12:51:38PM,3,6x50,50,50,BR,1:14.23,0:00.00,19:48.96,1,50,700,1.69,166,170,0,2:28.37,1:14.18,102,22,28,28,18
11/05/2024,12:52:52PM,3,6x50,50,0,REST,0:00.00,0:12.10,20:01.06,1,0,700,0,0,172,170,0:00.00,0:00.00,0,0,0,0,1
11/05/2024,12:53:04PM,3,6x50,50,50,BR,1:16.77,0:00.00,21:17.83,1,50,750,1.66,168,173,0,2:33.61,1:16.80,106,23,29,29,19
11/05/2024,12:54:21PM,3,6x50,50,0,REST,0:00.00,0:29.02,21:46.85,1,0,750,0,0,173,160,0:00.00,0:00.00,0,0,0,0,2
11/05/2024,12:54:50PM,3,6x50,50,50,BR,1:14.05,0:00.00,23:00.90,1,50,800,1.66,159,166,0,2:28.15,1:14.07,103,24,29,29,17
11/05/2024,12:56:04PM,3,6x50,50,0,REST,0:00.00,0:24.75,23:25.65,1,0,800,0,0,169,163,0:00.00,0:00.00,0,0,0,0,2
11/05/2024,12:56:29PM,4,3x50,50,50,FR,1:04.73,0:00.00,24:30.38,1,50,850,0.9,172,179,0,2:09.53,1:04.77,118,49,53,53,17
11/05/2024,12:57:33PM,4,3x50,50,0,REST,0:00.00,0:26.52,24:56.90,1,0,850,0,0,177,169,0:00.00,0:00.00,0,0,0,0,2
11/05/2024,12:58:00PM,4,3x50,50,50,FR,1:07.91,0:00.00,26:04.81,1,50,900,0.86,171,176,0,2:15.87,1:07.93,123,50,55,55,17
11/05/2024,12:59:08PM,4,3x50,50,0,REST,0:00.00,0:36.56,26:41.37,1,0,900,0,0,178,163,0:00.00,0:00.00,0,0,0,0,3
11/05/2024,12:59:44PM,4,3x50,50,50,FR,1:08.22,0:00.00,27:49.59,1,50,950,0.84,170,178,0,2:16.43,1:08.21,125,51,57,57,17
11/05/2024,01:00:52PM,4,3x50,50,0,REST,0:00.00,0:17.37,28:06.97,1,0,950,0,0,178,176,0:00.00,0:00.00,0,0,0,0,1
11/05/2024,01:01:10PM,5,1x50,50,50,BR,1:09.36,0:00.00,29:16.33,1,50,1000,1.47,178,180,0,2:18.70,1:09.35,102,27,33,33,19
11/05/2024,01:02:19PM,5,1x50,50,0,REST,0:00.00,0:06.55,29:22.88,1,0,1000,0,0,177,177,0:00.00,0:00.00,0,0,0,0,0
