Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
12/03/2024,,12:24:15PM,12:52:41PM,pool,50,oh1,goggles,,3.4.153

Swim Date,Swim Time,Set #,Set,Interval (m),Length (m),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (m),Cumul Dist (m),Avg DPS,Avg BPM (moving),Max BPM,Min BPM (resting),Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
12/03/2024,12:42:47PM,4,8x50,50,50,FR,1:09.29,0:00.00,19:41.91,1,50,700,0.81,181,185,0,2:18.50,1:09.25,127,51,58,58,19
12/03/2024,12:43:57PM,4,8x50,50,0,REST,0:00.00,0:24.50,20:06.41,1,0,700,0,0,182,175,0:00.00,0:00.00,0,0,0,0,0
12/03/2024,12:44:21PM,5,1x100,100,50,FR,1:12.93,0:00.00,21:19.34,1,50,750,0.83,170,174,0,2:25.77,1:12.89,131,48,58,58,18
12/03/2024,12:45:34PM,5,1x100,100,50,FR,1:20.30,0:00.00,22:39.64,1,50,800,0.75,174,177,0,2:40.51,1:20.26,145,50,65,65,21
12/03/2024,12:46:54PM,5,1x100,100,0,REST,0:00.00,0:29.60,23:09.24,1,0,800,0,0,176,168,0:00.00,0:00.00,0,0,0,0,2
12/03/2024,12:47:24PM,6,2x50,50,50,FR,1:12.22,0:00.00,24:21.46,1,50,850,0.82,169,174,0,2:24.51,1:12.25,130,48,58,58,18
12/03/2024,12:48:36PM,6,2x50,50,0,REST,0:00.00,0:11.35,24:32.80,1,0,850,0,0,173,173,0:00.00,0:00.00,0,0,0,0,0
12/03/2024,12:48:47PM,6,2x50,50,50,FR,1:17.25,0:00.00,25:50.05,1,50,900,0.79,173,174,0,2:34.56,1:17.28,137,47,60,60,20
12/03/2024,12:50:05PM,6,2x50,50,0,REST,0:00.00,0:10.88,26:00.94,1,0,900,0,0,173,172,0:00.00,0:00.00,0,0,0,0,1
12/03/2024,12:50:16PM,7,1x100,100,50,BR,1:10.53,0:00.00,27:11.47,1,50,950,1.73,178,182,0,2:21.04,1:10.52,99,25,28,28,12
12/03/2024,12:51:26PM,7,1x100,100,50,BR,1:14.65,0:00.00,28:26.12,1,50,1000,1.57,181,183,0,2:29.25,1:14.63,106,25,31,31,20
