Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
10/17/2024,,12:27:06PM,12:56:26PM,pool,50,oh1,goggles,,3.4.153

Swim Date,Swim Time,Set #,Set,Interval (m),Length (m),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (m),Cumul Dist (m),Avg DPS,Avg BPM (moving),Max BPM,Min BPM (resting),Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
10/17/2024,12:46:05PM,2,6x50,50,0,REST,0:00.00,0:02.69,19:01.64,1,0,650,0,0,0,0,0:00.00,0:00.00,0,0,0,0,0
10/17/2024,12:46:08PM,2,6x50,50,50,BR,1:16.11,0:00.00,20:17.75,1,50,700,1.52,176,177,0,2:32.21,1:16.10,108,26,32,32,20
10/17/2024,12:47:24PM,2,6x50,50,0,REST,0:00.00,0:05.25,20:22.99,1,0,700,0,0,177,177,0:00.00,0:00.00,0,0,0,0,0
10/17/2024,12:47:35PM,2,6x50,50,0,REST,0:00.00,0:09.88,20:32.87,1,0,700,0,0,172,167,0:00.00,0:00.00,0,0,0,0,1
10/17/2024,12:47:45PM,2,6x50,50,50,BR,1:15.77,0:00.00,21:48.63,1,50,750,1.32,169,173,0,2:31.51,1:15.76,112,27,36,36,19
10/17/2024,12:49:01PM,2,6x50,50,0,REST,0:00.00,0:11.52,22:00.16,1,0,750,0,0,170,168,0:00.00,0:00.00,0,0,0,0,1
10/17/2024,12:49:12PM,2,6x50,50,50,BR,1:12.34,0:00.00,23:12.49,1,50,800,1.6,167,169,0,2:24.72,1:12.36,102,25,30,30,17
10/17/2024,12:50:25PM,2,6x50,50,0,REST,0:00.00,0:24.66,23:37.15,1,0,800,0,0,170,162,0:00.00,0:00.00,0,0,0,0,2
10/17/2024,12:50:49PM,2,6x50,50,50,BR,1:10.53,0:00.00,24:47.68,1,50,850,1.5,165,169,0,2:21.04,1:10.52,103,27,32,32,17
10/17/2024,12:52:00PM,2,6x50,50,0,REST,0:00.00,0:07.52,24:55.20,1,0,850,0,0,170,169,0:00.00,0:00.00,0,0,0,0,1
10/17/2024,12:52:07PM,2,6x50,50,50,BR,1:13.64,0:00.00,26:08.84,1,50,900,1.48,170,174,0,2:27.28,1:13.64,106,26,32,32,19
10/17/2024,12:53:21PM,2,6x50,50,0,REST,0:00.00,0:47.16,26:56.00,1,0,900,0,0,173,150,0:00.00,0:00.00,0,0,0,0,3
10/17/2024,12:54:08PM,3,2x50,50,50,FR,0:59.90,0:00.00,27:55.90,1,50,950,0.93,168,180,0,1:59.76,0:59.88,112,53,52,52,15
10/17/2024,12:55:08PM,3,2x50,50,0,REST,0:00.00,0:09.10,28:05.00,1,0,950,0,0,181,180,0:00.00,0:00.00,0,0,0,0,1
10/17/2024,12:55:17PM,3,2x50,50,50,BR,1:15.21,0:00.00,29:20.21,1,50,1000,1.44,177,180,0,2:30.38,1:15.19,108,28,33,33,12
